id,price,lotsize,bedrooms,bathrooms,stories,driveway,recreation,fullbase,gasheat,aircon,garage,prefer
478,885,5500,3,2,1,yes,yes,yes,no,no,2,yes
479,880,5450,4,2,1,yes,no,yes,no,yes,0,yes
480,890,5500,3,1,3,yes,no,no,no,no,1,yes
481,895,6000,4,1,3,yes,yes,yes,no,no,0,yes
482,950,5700,3,1,1,yes,yes,yes,no,yes,2,yes
483,955,6600,2,2,4,yes,no,yes,no,no,0,yes
484,515,4000,2,1,1,yes,no,no,no,no,0,yes
485,629,4880,3,1,1,yes,no,no,no,no,2,yes
486,1185,4880,4,2,2,yes,no,no,no,yes,1,yes
487,429,8050,2,1,1,yes,no,no,no,no,0,no
488,441,8100,2,1,1,yes,no,no,no,no,1,no
489,470,5880,3,1,1,yes,no,no,no,no,1,no
490,500,5880,2,1,1,yes,no,no,no,no,0,no
491,500,12944,3,1,1,yes,no,no,no,no,0,no
492,530,6020,3,1,1,yes,no,no,no,no,0,no
493,530,4050,2,1,1,yes,no,no,no,no,0,no
494,540,8400,2,1,1,yes,no,no,no,no,1,no
495,585,5600,2,1,1,yes,no,no,no,yes,0,no
496,590,5985,3,1,1,yes,no,yes,no,no,0,no
497,600,4500,3,1,1,yes,no,yes,no,no,0,no
498,629,4920,3,1,2,yes,no,no,no,no,1,no
499,640,8250,3,1,1,yes,no,no,no,no,0,no
500,650,8400,4,1,4,yes,no,no,no,no,3,no
501,679,6440,2,1,1,yes,no,no,no,yes,3,no
502,685,8100,4,1,4,yes,no,yes,no,yes,2,no
503,700,6720,3,1,1,yes,no,no,no,no,0,no
504,705,5948,3,1,2,yes,no,no,no,yes,0,no
505,715,8150,3,2,1,yes,yes,yes,no,no,0,no
506,719,4800,2,1,1,yes,yes,yes,no,no,0,no
507,750,9800,4,2,2,yes,yes,no,no,no,2,no
508,750,8520,3,1,1,yes,no,no,no,yes,2,no
509,870,8372,3,1,3,yes,no,no,no,yes,2,no
510,640,4040,3,1,2,yes,no,no,no,no,1,no
511,700,4646,3,1,2,yes,yes,yes,no,no,2,no
512,475,4775,4,1,2,yes,no,no,no,no,0,no
513,626,4950,4,1,2,yes,no,no,no,yes,0,no
514,660,5010,3,1,2,yes,no,yes,no,no,0,no
515,589,6060,2,1,1,yes,no,yes,no,no,1,no
516,530,3584,2,1,1,yes,no,no,yes,no,0,no
517,950,6000,3,2,3,yes,yes,no,no,yes,0,no
518,965,6000,4,2,4,yes,no,no,no,yes,0,no
519,1010,6240,4,2,2,yes,no,no,no,yes,1,no
520,1020,6000,3,2,2,yes,yes,no,no,no,1,no
521,1030,7680,4,2,4,yes,yes,no,no,yes,1,no
522,1050,6000,4,2,4,yes,yes,no,no,yes,1,no
523,1080,6000,4,2,4,yes,no,no,no,yes,1,no
524,1100,6000,4,2,4,yes,no,no,no,no,2,no
525,1130,6000,4,2,4,yes,no,no,no,yes,1,no
526,1200,7475,3,2,4,yes,no,no,no,yes,2,no
527,1050,5150,3,2,4,yes,no,no,no,yes,2,no
528,1060,6325,3,1,4,yes,no,no,no,yes,1,no
529,1075,6000,3,2,4,yes,no,no,no,yes,1,no
530,1080,6000,3,2,3,yes,no,no,no,yes,0,no
531,1137.5,6000,3,1,4,yes,yes,no,no,yes,2,no
532,1200,7000,3,1,4,yes,no,no,no,yes,2,no
533,700,12900,3,1,1,yes,no,no,no,no,2,no
534,710,7686,3,1,1,yes,yes,yes,yes,no,0,no
535,820,5000,3,1,3,yes,no,no,no,yes,0,no
536,820,5800,3,2,4,yes,no,no,no,yes,0,no
537,825,6000,3,2,4,yes,no,no,no,yes,0,no
538,830,4800,3,1,3,yes,no,no,no,yes,0,no
539,840,6500,3,2,3,yes,no,no,no,yes,0,no
540,850,7320,4,2,2,yes,no,no,no,no,0,no
541,850,6525,3,2,4,yes,no,no,no,no,1,no
542,915,4800,3,2,4,yes,yes,no,no,yes,0,no
543,940,6000,3,2,4,yes,no,no,no,yes,0,no
544,1030,6000,3,2,4,yes,yes,no,no,yes,1,no
545,1050,6000,3,2,2,yes,yes,no,no,yes,1,no
546,1050,6000,3,1,2,yes,no,no,no,yes,1,no
