EntryNum,VendorNum,Amount,AbsAmount,LogAbsAmt,LeadDigit
1894,2001,31.91,31.91,1.503926804,3
1895,2001,29.3,29.3,1.46686762,2
1896,2001,32.48,32.48,1.511616021,3
1897,2001,40.45,40.45,1.606918526,4
1898,2001,30.07,30.07,1.478133428,3
1899,2001,109.87,109.87,2.040879125,1
1900,2001,82.35,82.35,1.915663604,8
1901,2001,257.11,257.11,2.410118968,2
1902,2001,62.94,62.94,1.798926739,6
1903,2001,62,62,1.792391689,6
1904,2001,39.85,39.85,1.600428326,3
1905,2001,30.97,30.97,1.490941205,3
1906,2001,71.09,71.09,1.851808514,7
1907,2001,135.75,135.75,2.132739838,1
1908,2001,136.68,136.68,2.13570497,1
1909,2001,317.09,317.09,2.501182546,3
1910,2001,172.65,172.65,2.237166583,1
1911,2001,286.92,286.92,2.457760822,2
1912,2001,241.45,241.45,2.38282721,2
1913,2001,203.98,203.98,2.309587587,2
1914,2001,53.45,53.45,1.72794771,5
1915,2001,44.86,44.86,1.651859269,4
1916,2001,29.24,29.24,1.465977368,2
1917,2001,27.31,27.31,1.4363217,2
1918,2001,149.3,149.3,2.174059808,1
1919,2001,233.06,233.06,2.367467742,2
1920,2001,104.51,104.51,2.019157848,1
1921,2001,33.29,33.29,1.522313795,3
1922,2001,41.51,41.51,1.618152733,4
1923,2001,62.15,62.15,1.793441133,6
1924,2001,92.53,92.53,1.966282562,9
1925,2001,113.15,113.15,2.053654558,1
1926,2001,68.39,68.39,1.834992604,6
1927,2001,58.26,58.26,1.76537048,5
1928,2001,81.67,81.67,1.912062556,8
1929,2001,153.66,153.66,2.186560829,1
1930,2001,74.58,74.58,1.872622379,7
1931,2001,53.47,53.47,1.728110184,5
1932,2001,79.76,79.76,1.901785145,7
1933,2001,54.93,54.93,1.739809599,5
1934,2001,26.53,26.53,1.42373725,2
1935,2001,102.57,102.57,2.011020356,1
1936,2001,66.17,66.17,1.820661135,6
1937,2001,34.34,34.34,1.535800291,3
1938,2001,159.39,159.39,2.202461071,1
1939,2001,44.35,44.35,1.646893624,4
1940,2001,102.94,102.94,2.012584164,1
1941,2001,26.93,26.93,1.430236353,2
1942,2001,26.1,26.1,1.416640507,2
1943,2001,32.47,32.47,1.511482289,3
1944,2001,68.16,68.16,1.833529582,6
1945,2001,74.62,74.62,1.872855245,7
1946,2001,47.98,47.98,1.681060244,4
1947,2001,45.91,45.91,1.661907293,4
1948,2001,73.49,73.49,1.866228247,7
1949,2001,81.76,81.76,1.912540883,8
1950,2001,59.52,59.52,1.774662923,5
1951,2001,27.87,27.87,1.445136969,2
1952,2001,43.44,43.44,1.637889817,4
1953,2001,8532.55,8532.55,3.931078842,8
1954,2001,7975.8,7975.8,3.901774255,7
1955,2001,104.37,104.37,2.018575683,1
1956,2001,145.29,145.29,2.162235724,1
1957,2001,36.8,36.8,1.565847819,3
1958,2001,125.78,125.78,2.09961159,1
1959,2001,75.61,75.61,1.878579238,7
1960,2001,68.46,68.46,1.835436895,6
1961,2001,55.67,55.67,1.745621221,5
1962,2001,46.99,46.99,1.672005445,4
1963,2001,97.67,97.67,1.989761188,9
1964,2001,38.96,38.96,1.590618948,3
1965,2001,39.71,39.71,1.598899887,3
1966,2001,42.52,42.52,1.628593256,4
1967,2001,37.94,37.94,1.579097327,3
1968,2001,41.62,41.62,1.619302076,4
1969,2001,39.73,39.73,1.599118565,3
1970,2001,47.87,47.87,1.680063427,4
1971,2001,135.42,135.42,2.131682809,1
1972,2001,59.19,59.19,1.77224834,5
1973,2001,39.4,39.4,1.595496222,3
1974,2001,28.98,28.98,1.462098381,2
1975,2001,50.67,50.67,1.704750904,5
1976,2001,32.9,32.9,1.517195898,3
1977,2001,43.05,43.05,1.633973156,4
1978,2001,92.23,92.23,1.964872209,9
1979,2001,45.94,45.94,1.662190991,4
1980,2001,60.5,60.5,1.781755375,6
1981,2001,40.6,40.6,1.608526034,4
1982,2001,37.49,37.49,1.57391544,3
1983,2001,37.48,37.48,1.573799582,3
1984,2001,193.41,193.41,2.286478925,1
1985,2001,34.03,34.03,1.531861949,3
1986,2001,57.14,57.14,1.756940236,5
1987,2001,25.11,25.11,1.399846713,2
1988,2001,114.99,114.99,2.060660074,1
1989,2001,72.47,72.47,1.860158261,7
1990,2001,115.85,115.85,2.063896038,1
1991,2001,24.09,24.09,1.3818368,2
1992,2001,4.61,4.61,0.663700925,4
1993,2001,31.59,31.59,1.499549626,3
1994,2001,31.67,31.67,1.500648063,3
1995,2001,41.3,41.3,1.615950052,4
1996,2001,36.12,36.12,1.557747742,3
1997,2001,49.79,49.79,1.697142126,4
1998,2001,64.67,64.67,1.810702861,6
1999,2001,85.3,85.3,1.930949031,8
2000,2001,172.29,172.29,2.236260071,1
2001,2001,46.58,46.58,1.668199484,4
2002,2001,43.8,43.8,1.641474111,4
2003,2001,28.1,28.1,1.44870632,2
2004,2001,50.31,50.31,1.701654317,5
2005,2001,78.34,78.34,1.893983567,7
2006,2001,35.8,35.8,1.553883027,3
2007,2001,34.3,34.3,1.53529412,3
2008,2001,93.53,93.53,1.970950934,9
2009,2001,43.62,43.62,1.639685661,4
2010,2001,160.11,160.11,2.204418458,1
2011,2001,158.47,158.47,2.199947058,1
2012,2001,64.44,64.44,1.809155532,6
2013,2001,46.65,46.65,1.668851648,4
2014,2001,30.8,30.8,1.488550717,3
2015,2001,63.27,63.27,1.801197834,6
2016,2001,55.53,55.53,1.744527673,5
2017,2001,141.23,141.23,2.149926959,1
2018,2001,41.8,41.8,1.621176282,4
2019,2001,92.04,92.04,1.96397661,9
2020,2001,32.47,32.47,1.511482289,3
2021,2001,70.78,70.78,1.849910558,7
2022,2001,65.94,65.94,1.819148943,6
2023,2001,46.82,46.82,1.670431409,4
2024,2001,36.15,36.15,1.558108302,3
2025,2001,45.44,45.44,1.657438323,4
2026,2001,34.23,34.23,1.534406899,3
2027,2001,116.93,116.93,2.06792595,1
2028,2001,123.87,123.87,2.092966138,1
2029,2001,113.52,113.52,2.055072382,1
2030,2001,51.59,51.59,1.712565528,5
2031,2001,52.74,52.74,1.722140125,5
2032,2001,66.7,66.7,1.824125834,6
2033,2001,50.3,50.3,1.701567985,5
2034,2001,53.6,53.6,1.72916479,5
2035,2001,35.63,35.63,1.551815822,3
2036,2001,29.98,29.98,1.476831629,2
2037,2001,82.44,82.44,1.916137983,8
2038,2001,26.17,26.17,1.417803723,2
2039,2001,46.56,46.56,1.668012972,4
2040,2001,106.91,106.91,2.02901833,1
2041,2001,29.72,29.72,1.473048805,2
2042,2001,57.7,57.7,1.761175813,5
2043,2001,88.95,88.95,1.949145952,8
2044,2001,16851.42,16851.42,4.226636503,1
2045,2001,6170.74,6170.74,3.790337248,6
2046,2001,7218.84,7218.84,3.858467416,7
2047,2001,7049.73,7049.73,3.848172484,7
2048,2001,7220.93,7220.93,3.858593135,7
2049,2001,7236.07,7236.07,3.859502759,7
2050,2001,6974.71,6974.71,3.843526155,6
2051,2001,7610.47,7610.47,3.881411478,7
2052,2001,9634.02,9634.02,3.983807544,9
2053,2001,9404.68,9404.68,3.973344023,9
2054,2001,6032.6,6032.6,3.78050453,6
2055,2001,46.31,46.31,1.665674781,4
2056,2001,60.41,60.41,1.781108836,6
2057,2001,134.38,134.38,2.128334637,1
2058,2001,83.6,83.6,1.922206277,8
2059,2001,103352.55,103352.55,5.014321196,1
2060,2001,8439.76,8439.76,3.926330097,8
2061,2001,51694.11,51694.11,4.713441063,5
2062,2001,24.09,24.09,1.3818368,2
2063,2001,27.35,27.35,1.436957331,2
2064,2001,41.22,41.22,1.615107987,4
2065,2001,265.12,265.12,2.423442491,2
2066,2001,130.84,130.84,2.116740535,1
2067,2001,57.67,57.67,1.760949951,5
2068,2001,67.14,67.14,1.826981337,6
2069,2001,27.4,27.4,1.437750563,2
2070,2001,27.88,27.88,1.445292769,2
2071,2001,33.26,33.26,1.521922245,3
2072,2001,52.18,52.18,1.717504075,5
2073,2001,34.26,34.26,1.534787359,3
2074,2001,75.56,75.56,1.878291949,7
2075,2001,28.32,28.32,1.452093249,2
2076,2001,20.74,20.74,1.316808752,2
2077,2001,14.65,14.65,1.165837625,1
2078,2001,82.44,82.44,1.916137983,8
2079,2001,24.64,24.64,1.391640703,2
2080,2001,18.76,18.76,1.273232834,1
2081,2001,82.39,82.39,1.915874503,8
2082,2001,5807.97,5807.97,3.764024364,5
2083,2001,37.47,37.47,1.573683693,3
2084,2001,1735.51,1735.51,3.23942712,1
2085,2001,37.95,37.95,1.57921178,3
2086,2001,29.08,29.08,1.463594402,2
2087,2001,191.28,191.28,2.281669563,1
2088,2001,36.77,36.77,1.56549363,3
2089,2001,15521.59,15521.59,4.190936207,1
2090,2001,51.17,51.17,1.709015417,5
2091,2001,38.59,38.59,1.586474779,3
2092,2001,15798.54,15798.54,4.198616954,1
2093,2001,115.54,115.54,2.062732363,1
2094,2001,2.9,2.9,0.462397998,2
2095,2001,53.4,53.4,1.727541257,5
2096,2001,24.16,24.16,1.38309693,2
2097,2001,33.05,33.05,1.519171464,3
2098,2001,28.72,28.72,1.458184436,2
2099,2001,29.56,29.56,1.47070443,2
2100,2001,24.03,24.03,1.380753771,2
2101,2001,16.88,16.88,1.227372442,1
2102,2001,30.74,30.74,1.487703863,3
2103,2001,133.16,133.16,2.124373786,1
2104,2001,47.12,47.12,1.673205282,4
2105,2001,82.42,82.42,1.91603261,8
2106,2001,238.16,238.16,2.376868822,2
2107,2001,42.7,42.7,1.630427875,4
2108,2001,5245.99,5245.99,3.719827458,5
2109,2001,2891.54,2891.54,3.461129204,2
2110,2001,80.88,80.88,1.907841143,8
2111,2001,29.07,29.07,1.463445032,2
2112,2001,14.88,14.88,1.172602931,1
2113,2001,268.56,268.56,2.429041328,2
2114,2001,215.05,215.05,2.332539447,2
2115,2001,16.42,16.42,1.215373153,1
2116,2001,119.74,119.74,2.078239254,1
2117,2001,3.83,3.83,0.583198774,3
2118,2001,12.23,12.23,1.087426457,1
2119,2001,18322.54,18322.54,4.262985678,1
2120,2001,26.55,26.55,1.424064525,2
2121,2001,57.86,57.86,1.762378429,5
2122,2001,4223.25,4223.25,3.625646791,4
2123,2001,10933.14,10933.14,4.038744909,1
2124,2001,15056.51,15056.51,4.177724317,1
2125,2001,12142.97,12142.97,4.084324922,1
2126,2001,14391.55,14391.55,4.158107571,1
2127,2001,15137,15137,4.180039811,1
2128,2001,12884.91,12884.91,4.110081389,1
2129,2001,2495.23,2495.23,3.397110583,2
2130,2001,54.96,54.96,1.740046724,5
2131,2001,85.45,85.45,1.931712067,8
2132,2001,31.92,31.92,1.504062883,3
2133,2001,28.38,28.38,1.453012391,2
2134,2001,58.94,58.94,1.770410132,5
2135,2001,60.63,60.63,1.782687568,6
2136,2001,80,80,1.903089987,8
2137,2001,29.8,29.8,1.474216264,2
2138,2001,30.14,30.14,1.479143248,3
2139,2001,57.95,57.95,1.76305344,5
2140,2001,143.15,143.15,2.155791352,1
2141,2001,28.18,28.18,1.449940989,2
2142,2001,69.39,69.39,1.841296887,6
2143,2001,56.22,56.22,1.749890841,5
2144,2001,27.94,27.94,1.446226402,2
2145,2001,29.67,29.67,1.472317546,2
2146,2001,35.48,35.48,1.549983611,3
2147,2001,434.94,434.94,2.63842935,4
2148,2001,488.94,488.94,2.689255568,4
2149,2001,160.4,160.4,2.205204364,1
2150,2001,150.59,150.59,2.177796133,1
2151,2001,82.45,82.45,1.91619066,8
2152,2001,41.24,41.24,1.615318657,4
2153,2001,25.06,25.06,1.398981067,2
2154,2001,43.27,43.27,1.636186895,4
2155,2001,39.62,39.62,1.597914471,3
2156,2001,39,39,1.591064607,3
2157,2001,137.41,137.41,2.13801834,1
2158,2001,63.1,63.1,1.800029359,6
2159,2001,53.57,53.57,1.728921646,5
2160,2001,31.72,31.72,1.501333179,3
2161,2001,54.95,54.95,1.739967697,5
2162,2001,45.61,45.61,1.659060072,4
2163,2001,77.86,77.86,1.891314399,7
2164,2001,120.17,120.17,2.079796061,1
2165,2001,94.63,94.63,1.97602884,9
2166,2001,28.48,28.48,1.454539985,2
2167,2001,27.69,27.69,1.442322956,2
2168,2001,40.1,40.1,1.603144373,4
2169,2001,55.4,55.4,1.743509765,5
2170,2001,27.17,27.17,1.434089638,2
2171,2001,29.43,29.43,1.468790262,2
2172,2001,27.55,27.55,1.440121603,2
2173,2001,58.87,58.87,1.769894036,5
2174,2001,173,173,2.238046103,1
2175,2001,6995.67,6995.67,3.844829315,6
2176,2001,70.28,70.28,1.846831753,7
2177,2001,22149.82,22149.82,4.345370201,2
2178,2001,74.29,74.29,1.870930358,7
2179,2001,45.45,45.45,1.657533888,4
2180,2001,114.2,114.2,2.057666104,1
2181,2001,84.23,84.23,1.925466801,8
2182,2001,75.15,75.15,1.875928985,7
2183,2001,172.11,172.11,2.235806105,1
2184,2001,61.39,61.39,1.788097633,6
2185,2001,27.89,27.89,1.445448514,2
2186,2001,34.06,34.06,1.532244644,3
2187,2001,40.19,40.19,1.604118006,4
2188,2001,49.8,49.8,1.697229343,4
2189,2001,31.78,31.78,1.502153893,3
2190,2001,52.32,52.32,1.718667735,5
2191,2001,47.8,47.8,1.679427897,4
2192,2001,100.52,100.52,2.00225248,1
2193,2001,35.93,35.93,1.555457217,3
2194,2001,59.44,59.44,1.774078801,5
2195,2001,46.35,46.35,1.666049738,4
2196,2001,69.95,69.95,1.844787719,6
2197,2001,155.88,155.88,2.192790397,1
2198,2001,34.48,34.48,1.537567257,3
2199,2001,126.12,126.12,2.100783962,1
2200,2001,28.08,28.08,1.448397103,2
2201,2001,63.71,63.71,1.804207605,6
2202,2001,76.48,76.48,1.883547879,7
2203,2001,115.95,115.95,2.064270753,1
2204,2001,49.84,49.84,1.697578034,4
2205,2001,38.38,38.38,1.58410497,3
2206,2001,72.15,72.15,1.858236335,7
2207,2001,34.23,34.23,1.534406899,3
2208,2001,37.28,37.28,1.571475904,3
2209,2001,47.23,47.23,1.674217946,4
2210,2001,75.81,75.81,1.879726497,7
2211,2001,126.91,126.91,2.103495844,1
2212,2001,139.74,139.74,2.145320739,1
2213,2001,26.85,26.85,1.42894429,2
2214,2001,68.11,68.11,1.83321088,6
2215,2001,44.99,44.99,1.653115993,4
2216,2001,49.88,49.88,1.697926445,4
2217,2001,50.32,50.32,1.701740632,5
2218,2001,45.32,45.32,1.656289901,4
2219,2001,70.44,70.44,1.847819347,7
2220,2001,51.86,51.86,1.714832512,5
2221,2001,25.08,25.08,1.399327532,2
2222,2001,346.09,346.09,2.539189051,3
2223,2001,31.04,31.04,1.491921713,3
2224,2001,26.92,26.92,1.430075056,2
2225,2001,65.1,65.1,1.813580989,6
2226,2001,31.35,31.35,1.496237545,3
2227,2001,40.88,40.88,1.611510887,4
2228,2001,43.72,43.72,1.640680153,4
2229,2001,72.73,72.73,1.861713588,7
2230,2001,27,27,1.431363764,2
2231,2001,65.97,65.97,1.819346484,6
2232,2001,40.17,40.17,1.603901832,4
2233,2001,119.9,119.9,2.078819183,1
2234,2001,39.33,39.33,1.594723946,3
2235,2001,30.48,30.48,1.484014963,3
2236,2001,37.51,37.51,1.574147064,3
2237,2001,35.96,35.96,1.555819683,3
2238,2001,45.49,45.49,1.657915937,4
2239,2001,33.27,33.27,1.522052801,3
2240,2001,47.68,47.68,1.678336247,4
2241,2001,40.99,40.99,1.612677918,4
2242,2001,28.83,28.83,1.459844642,2
2243,2001,70.63,70.63,1.848989206,7
2244,2001,45.54,45.54,1.658393026,4
2245,2001,118.88,118.88,2.075108796,1
2246,2001,42.22,42.22,1.625518229,4
2247,2001,40.24,40.24,1.604657972,4
2248,2001,47.98,47.98,1.681060244,4
2249,2001,67.18,67.18,1.82724,6
2250,2001,36.34,36.34,1.560384923,3
2251,2001,64.58,64.58,1.810098041,6
2252,2001,30.5,30.5,1.484299839,3
2253,2001,51.41,51.41,1.711047604,5
2254,2001,151.66,151.66,2.180871052,1
2255,2001,46.23,46.23,1.664923893,4
2256,2001,38.87,38.87,1.589614541,3
2257,2001,68.12,68.12,1.833274639,6
2258,2001,26.74,26.74,1.427161403,2
2259,2001,63.82,63.82,1.8049568,6
2260,2001,25.68,25.68,1.409595019,2
2261,2001,58.06,58.06,1.763877031,5
2262,2001,34.42,34.42,1.536810866,3
2263,2001,25.35,25.35,1.403977964,2
2264,2001,61.56,61.56,1.789298611,6
2265,2001,67.11,67.11,1.826787239,6
2266,2001,122.74,122.74,2.088986119,1
2267,2001,97.07,97.07,1.98708503,9
2268,2001,256.91,256.91,2.409781009,2
2269,2001,58.64,58.64,1.768193962,5
2270,2001,51.26,51.26,1.709778602,5
2271,2001,89.27,89.27,1.950705535,8
2272,2001,191.37,191.37,2.281873857,1
2273,2001,62.68,62.68,1.797128988,6
2274,2001,296.68,296.68,2.47228827,2
2275,2001,62.63,62.63,1.796782412,6
2276,2001,71.78,71.78,1.856003454,7
2277,2001,345.35,345.35,2.53825946,3
2278,2001,114.87,114.87,2.060206621,1
2279,2001,125.01,125.01,2.096944755,1
2280,2001,586.69,586.69,2.768408686,5
2281,2001,720.75,720.75,2.857784651,7
2282,2001,444.02,444.02,2.647402532,4
2283,2001,276.75,276.75,2.44208763,2
2284,2001,238.6,238.6,2.377670439,2
2285,2001,159.34,159.34,2.202324813,1
2286,2001,150.86,150.86,2.178574103,1
2287,2001,180.57,180.57,2.256645598,1
2288,2001,62.8,62.8,1.797959644,6
2289,2001,30.44,30.44,1.483444648,3
2290,2001,63.94,63.94,1.805772632,6
2291,2001,85.67,85.67,1.932828767,8
2292,2001,27.79,27.79,1.443888547,2
2293,2001,233.12,233.12,2.367579534,2
2294,2001,111.29,111.29,2.046456142,1
2295,2001,34.55,34.55,1.538448052,3
2296,2001,44.7,44.7,1.650307523,4
2297,2001,44.9,44.9,1.652246341,4
2298,2001,52.15,52.15,1.717254313,5
2299,2001,28.21,28.21,1.450403086,2
2300,2001,27.49,27.49,1.43917474,2
2301,2001,49.83,49.83,1.697490887,4
2302,2001,74.94,74.94,1.874713689,7
2303,2001,28.76,28.76,1.458788882,2
2304,2001,60.1,60.1,1.778874472,6
2305,2001,56.73,56.73,1.753812784,5
2306,2001,46.09,46.09,1.663606708,4
2307,2001,89.66,89.66,1.952598735,8
2308,2001,34.07,34.07,1.532372134,3
2309,2001,56.57,56.57,1.752586179,5
2310,2001,79.13,79.13,1.898341166,7
2311,2001,99.09,99.09,1.996029828,9
2312,2001,57.1,57.1,1.756636108,5
2313,2001,37.23,37.23,1.570893036,3
2314,2001,101.42,101.42,2.006123606,1
2315,2001,46.82,46.82,1.670431409,4
2316,2001,58.37,58.37,1.766189693,5
2317,2001,35.36,35.36,1.548512256,3
2318,2001,44.53,44.53,1.648652695,4
2319,2001,60.82,60.82,1.784046416,6
2320,2001,52.2,52.2,1.717670503,5
2321,2001,31.94,31.94,1.504334912,3
2322,2001,52.1,52.1,1.716837723,5
2323,2001,60.75,60.75,1.783546282,6
2324,2001,40.48,40.48,1.607240504,4
2325,2001,95.65,95.65,1.980684974,9
2326,2001,50.42,50.42,1.702602841,5
2327,2001,40.39,40.39,1.606273853,4
2328,2001,26.82,26.82,1.428458774,2
2329,2001,38.3,38.3,1.583198774,3
2330,2001,29.98,29.98,1.476831629,2
2331,2001,147.37,147.37,2.168409084,1
2332,2001,38.01,38.01,1.57989787,3
2333,2001,39.99,39.99,1.601951404,3
2334,2001,125.88,125.88,2.099956734,1
2335,2001,32.36,32.36,1.510008513,3
2336,2001,75.98,75.98,1.880699289,7
2337,2001,33.31,33.31,1.522574633,3
2338,2001,29.63,29.63,1.471731651,2
2339,2001,63.53,63.53,1.802978855,6
2340,2001,58.71,58.71,1.76871208,5
2341,2001,45.18,45.18,1.654946227,4
2342,2001,30.23,30.23,1.480438147,3
2343,2001,90.13,90.13,1.954869371,9
2344,2001,59.48,59.48,1.77437096,5
2345,2001,36.18,36.18,1.558468563,3
2346,2001,55.63,55.63,1.74530906,5
2347,2001,27.77,27.77,1.44357588,2
2348,2001,93.19,93.19,1.969369312,9
2349,2001,39.22,39.22,1.593507589,3
2350,2001,57.02,57.02,1.756027213,5
2351,2001,46.32,46.32,1.665768551,4
2352,2001,25.12,25.12,1.400019635,2
2353,2001,62.93,62.93,1.798857732,6
2354,2001,35.58,35.58,1.551205944,3
2355,2001,32.92,32.92,1.517459827,3
2356,2001,56.46,56.46,1.751740874,5
2357,2001,50.31,50.31,1.701654317,5
2358,2001,60.01,60.01,1.778223627,6
2359,2001,28.12,28.12,1.449015316,2
2360,2001,61.89,61.89,1.791620483,6
2361,2001,35.71,35.71,1.55278985,3
2362,2001,27.35,27.35,1.436957331,2
2363,2001,30.36,30.36,1.482301767,3
2364,2001,44.51,44.51,1.648457594,4
2365,2001,100.07,100.07,2.0003039,1
2366,2001,26.14,26.14,1.417305583,2
2367,2001,43.08,43.08,1.634275695,4
2368,2001,55.04,55.04,1.740678425,5
2369,2001,44.64,44.64,1.649724186,4
2370,2001,52.51,52.51,1.720242018,5
2371,2001,70.73,70.73,1.849603658,7
2372,2001,73.3,73.3,1.865103975,7
2373,2001,75.24,75.24,1.876448787,7
2374,2001,30.01,30.01,1.477265995,3
2375,2001,65.51,65.51,1.816307599,6
2376,2001,54.65,54.65,1.737590166,5
2377,2001,40.89,40.89,1.611617111,4
2378,2001,41.51,41.51,1.618152733,4
2379,2001,77.18,77.18,1.887504774,7
2380,2001,34.96,34.96,1.543571424,3
2381,2001,70.33,70.33,1.847140617,7
2382,2001,26.58,26.58,1.424554977,2
2383,2001,78.82,78.82,1.896636431,7
2384,2001,62.37,62.37,1.794975744,6
2385,2001,80.06,80.06,1.903415586,8
2386,2001,30.88,30.88,1.489677292,3
2387,2001,35.62,35.62,1.551693915,3
2388,2001,63.62,63.62,1.803593665,6
2389,2001,27.27,27.27,1.435685138,2
2390,2001,64.49,64.49,1.809492377,6
2391,2001,45.94,45.94,1.662190991,4
2392,2001,123.3,123.3,2.090963077,1
2393,2001,33.2,33.2,1.521138084,3
2394,2001,30.8,30.8,1.488550717,3
2395,2001,56.62,56.62,1.752969865,5
2396,2001,56.03,56.03,1.748420622,5
2397,2001,111.3,111.3,2.046495164,1
2398,2001,14043.85,14043.85,4.147486182,1
2399,2001,36.97,36.97,1.567849451,3
2400,2001,43.26,43.26,1.636086515,4
2401,2001,35.48,35.48,1.549983611,3
2402,2001,42.71,42.71,1.630529571,4
2403,2001,38.79,38.79,1.58871978,3
2404,2001,42.82,42.82,1.631646663,4
2405,2001,43.54,43.54,1.638888425,4
2406,2001,96.57,96.57,1.984842231,9
2407,2001,41.24,41.24,1.615318657,4
2408,2001,61.57,61.57,1.789369154,6
2409,2001,34.41,34.41,1.536684673,3
2410,2001,85.41,85.41,1.931508722,8
2411,2001,128.91,128.91,2.110286608,1
2412,2001,33.45,33.45,1.524396122,3
2413,2001,63.64,63.64,1.803730171,6
2414,2001,37.81,37.81,1.577606677,3
2415,2001,46.51,46.51,1.66754634,4
2416,2001,125.87,125.87,2.099922232,1
2417,2001,62.08,62.08,1.792951708,6
2418,2001,56.79,56.79,1.754271869,5
2419,2001,32.47,32.47,1.511482289,3
2420,2001,34.79,34.79,1.541454429,3
2421,2001,26.12,26.12,1.416973173,2
2422,2001,32.88,32.88,1.516931809,3
2423,2001,195.39,195.39,2.290902333,1
2424,2001,34.27,34.27,1.534914104,3
2425,2001,54.02,54.02,1.73255458,5
2426,2001,50.33,50.33,1.70182693,5
2427,2001,31.72,31.72,1.501333179,3
2428,2001,46.88,46.88,1.670987603,4
2429,2001,151.15,151.15,2.179408152,1
2430,2001,105.62,105.62,2.023746163,1
2431,2001,195.8,195.8,2.291812687,1
2432,2001,310.08,310.08,2.491473755,3
2433,2001,544.11,544.11,2.735686708,5
2434,2001,226.13,226.13,2.354358183,2
2435,2001,157.9,157.9,2.19838213,1
2436,2001,276.62,276.62,2.441883577,2
2437,2001,116.46,116.46,2.066176786,1
2438,2001,55.51,55.51,1.744371227,5
2439,2001,30.42,30.42,1.48315921,3
2440,2001,66.82,66.82,1.824906471,6
2441,2001,26.88,26.88,1.429429264,2
2442,2001,90.11,90.11,1.95477299,9
2443,2001,26.3,26.3,1.419955748,2
2444,2001,53.7,53.7,1.729974286,5
2445,2001,32.33,32.33,1.509605705,3
2446,2001,47.38,47.38,1.675595056,4
2447,2001,45.22,45.22,1.655330558,4
2448,2001,53.99,53.99,1.732313327,5
2449,2001,93427.05,93427.05,4.970472636,9
2450,2001,9211.83,9211.83,3.964345915,9
2451,2001,35.31,35.31,1.547897718,3
2452,2001,50.57,50.57,1.703892954,5
2453,2001,65.98,65.98,1.819412311,6
2454,2001,69.36,69.36,1.841109084,6
2455,2001,42.01,42.01,1.623352682,4
2456,2001,63.4,63.4,1.802089258,6
2457,2001,35.93,35.93,1.555457217,3
2458,2001,46.06,46.06,1.663323934,4
2459,2001,32.93,32.93,1.517591731,3
2460,2001,33.4,33.4,1.523746467,3
2461,2001,30.07,30.07,1.478133428,3
2462,2001,41.45,41.45,1.617524535,4
2463,2001,43.3,43.3,1.636487896,4
2464,2001,40.43,40.43,1.606703741,4
2465,2001,72.17,72.17,1.858356705,7
2466,2001,44.51,44.51,1.648457594,4
2467,2001,32.87,32.87,1.516799704,3
2468,2001,30.43,30.43,1.483301952,3
2469,2001,82.47,82.47,1.916295995,8
2470,2001,81.42,81.42,1.910731098,8
2471,2001,9857.91,9857.91,3.993784849,9
2472,2001,167.88,167.88,2.224998961,1
2473,2001,13052.98,13052.98,4.115709673,1
2474,2001,24126.22,24126.22,4.382489284,2
2475,2001,50.86,50.86,1.706376356,5
2476,2001,183,183,2.26245109,1
2477,2001,110.19,110.19,2.042142183,1
2478,2001,1608.44,1608.44,3.206404865,1
2479,2001,61.75,61.75,1.790636962,6
2480,2001,11973.97,11973.97,4.078238166,1
2481,2001,7057.39,7057.39,3.848644118,7
2482,2001,8540.06,8540.06,3.931460922,8
2483,2001,10174.46,10174.46,4.007511369,1
2484,2001,4746.08,4746.08,3.676335054,4
2485,2001,21311.97,21311.97,4.328623596,2
2486,2001,4997.17,4997.17,3.698724124,4
2487,2001,161.62,161.62,2.208495102,1
2488,2001,122.79,122.79,2.089162999,1
2489,2001,2507.79,2507.79,3.399291166,2
2490,2001,5285.79,5285.79,3.723109905,5
2491,2001,91.81,91.81,1.962889987,9
2492,2001,94.95,94.95,1.977494969,9
2493,2001,82.07,82.07,1.914184433,8
2494,2001,573.79,573.79,2.758752975,5
2495,2001,811.17,811.17,2.909111881,8
2496,2001,16106.36,16106.36,4.206997402,1
2497,2001,5981.3,5981.3,3.776795586,5
2498,2001,12320.26,12320.26,4.090619873,1
2499,2001,10755.18,10755.18,4.031617683,1
2500,2001,66.38,66.38,1.822037248,6
2501,2001,56.98,56.98,1.755722445,5
2502,2001,84.81,84.81,1.928447063,8
2503,2001,74.44,74.44,1.871806364,7
2504,2001,3123.24,3123.24,3.494605358,3
2505,2001,27926.68,27926.68,4.446019309,2
2506,2001,495.66,495.66,2.695183873,4
2507,2001,44.37,44.37,1.647089429,4
2508,2001,157.41,157.41,2.197032319,1
2509,2001,38.52,38.52,1.585686278,3
2510,2001,110.96,110.96,2.045166448,1
2511,2001,13943.61,13943.61,4.144375227,1
2512,2001,6264.57,6264.57,3.796891266,6
2513,2001,73.01,73.01,1.863382348,7
2514,2001,4455.38,4455.38,3.648884751,4
2515,2001,4.99,4.99,0.698100546,4
2516,2001,5723.84,5723.84,3.757687485,5
2517,2001,8435.03,8435.03,3.926086632,8
2518,2001,228.29,228.29,2.358486888,2
2519,2001,165.88,165.88,2.219794027,1
2520,2001,1188.71,1188.71,3.075075916,1
2521,2001,66.74,66.74,1.824386202,6
2522,2001,34.28,34.28,1.535040813,3
2523,2001,39.79,39.79,1.599773939,3
